rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/before_you_know_it_2013,Before You Know It,Avi Offer,False,Fresh,Rotten,2014,"Warm and heartfelt, but tedious, overlong and intellectually underwhelming.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.7003}",0.7003
m/be_here_to_love_me_a_film_about_townes_van_zandt,Be Here to Love Me: A Film About Townes Van Zandt,Jason Gorber,False,Fresh,Fresh,2007,"While the film lacks polish, there's enough good material and good performances to keep everything on track.",male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.7003}",0.7003
m/56_up,56 Up,Sam Adams,False,Certified-Fresh,Fresh,2013,"In 49 Up, many of the series' subjects seemed to be just settling into their bliss; now they're committed to it, and the foreclosed possibilities that come alongside.",mostly_male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7003}",0.7003
m/between_the_lines,Between the Lines,Steven Prokopy,False,Fresh,Fresh,2020,"Imagine if you dropped the cast of Return of the Secaucus Seven into a workplace drama, and you have a good sense of the feel of this small but worthy movie.",male,"['Comedy', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.7003}",0.7003
m/catfish,Catfish,Matthew Toomey,False,Certified-Fresh,Fresh,2011,I applaud the makers of Catfish for the way in which they've made and marketed their movie. They're selling it as something different... and that's a big reason why I liked it.,male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.7003}",0.7003
m/atomic_cafe,The Atomic Cafe,Sherilyn Connelly,False,Fresh,Fresh,2018,"It's often hilarious and frightening, because of how little we understood about atomic energy and how cheerfully the public accepted its terrors... The Atomic Café's half-life is far from over.",female,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.084, 'neu': 0.654, 'pos': 0.262, 'compound': 0.7003}",0.7003
m/air_guitar_nation,Air Guitar Nation,Tom Hawker,False,Certified-Fresh,Fresh,2007,"you will be entertained even if, in rock'n' roll terms, it's less satanic metal than cutesy chart pop.",male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.7003}",0.7003
m/10008507-deep_water,Deep Water,Michael Sragow,False,Certified-Fresh,Fresh,2007,...the less said about this film the better. It's that good.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.7003}",0.7003
m/bowling_for_columbine,Bowling for Columbine,James Sanford,False,Certified-Fresh,Fresh,2002,Moore sees a nation that extols the glories of 'family values' while millions line up to see 'Jackass: The Movie'...,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.7003}",0.7003
m/champs,Champs,Keith Uhlich,True,Fresh,Fresh,2014,"Former fighters Mike Tyson, Evander Holyfield and middleweight champion Bernard Hopkins hold court in Bert Marcus's fascinating doc, investigating America's continuing obsession with boxing",male,"['Documentary', 'Special Interest']","{'neg': 0.116, 'neu': 0.645, 'pos': 0.239, 'compound': 0.7003}",0.7003
m/10006485-black_gold,Independent Lens,David Parkinson,False,Certified-Fresh,Fresh,2007,"While it may prompt some to think again next time they're in Starbucks, this astute insight into the coffee business is better at lauding the good guys than taking the multinationals to task for the iniquities of the global economy.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.7003}",0.7003
m/1190970-ghost_town,Ghost Town,Betty Jo Tucker,False,Certified-Fresh,Fresh,2008,"Playing off each other brilliantly, Ricky Gervais and Greg Kinnear make their extreme-opposite characters quite believable here.",female,"['Comedy', 'Documentary', 'Science Fiction & Fantasy', 'Special Interest']","{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.7003}",0.7003
m/afghan_star,Afghan Star,Michael Sragow,False,Certified-Fresh,Fresh,2009,The film's essential fascination and integrity swamp any qualms about its pacing or all-around moviemaking.,male,"['Art House & International', 'Documentary', 'Musical & Performing Arts', 'Special Interest', 'Television']","{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.7003}",0.7003
m/bigger_stronger_faster_asterisk,"Bigger, Stronger, Faster*",Peter Schilling,True,Certified-Fresh,Fresh,2008,"Bigger, Stronger, Faster* is that rare film that truly challenges its audience.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.7003}",0.7003
m/battle_for_brooklyn,Battle for Brooklyn,Brent Simon,False,Fresh,Fresh,2011,"A powerful and surprisingly moving film about an important and little-reflected-upon topic; a telling snapshot of political maneuvering, and the tossed-around wrecking-ball weight of corporate might as it relates to individual rights.",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.7003}",0.7003
m/chasing_madoff,Chasing Madoff,Kam Williams,False,Rotten,Fresh,2011,A fascinating account of an unassuming hero's harrowing ordeal during a decade-long effort to bring the truth about Bernie Madoff to light.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.7003}",0.7003
m/bayou_maharajah,Bayou Maharajah,Peter Bradshaw,True,Fresh,Fresh,2016,[A] richly enjoyable documentary tribute.,male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",0.7003
m/10003437-deep_blue,Deep Blue,Peter Hartlaub,True,Fresh,Rotten,2005,"Even with consistently impressive camerawork, the movie still feels like the visual equivalent of elevator music -- with frolicking dolphins instead of Elton John ballads.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.7003}",0.7003
m/after_stonewall,After Stonewall,Arthur Lazere,False,Fresh,Fresh,2000,"a handsomely produced film that doesn't explore new territory or forge ahead with new insight, but is useful, nonetheless, as a primer on the history of the period",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.7003}",0.7003
m/asylum2005,Asylum,Hanh Nguyen,False,Rotten,Rotten,2005,"In the end, Asylum, like its wretched lovers, suffers from its unrelieving passion.",mostly_female,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.148, 'neu': 0.429, 'pos': 0.424, 'compound': 0.7003}",0.7003
m/all-in-the-poker-movie,All In: The Poker Movie,Chuck Bowen,False,Rotten,Fresh,2012,The film has a shambling charm that actively disputes an unspoken notion that a documentary must be well-structured in order to effectively land its points.,male,"['Documentary', 'Special Interest']","{'neg': 0.072, 'neu': 0.655, 'pos': 0.272, 'compound': 0.7003}",0.7003
m/capitalism_a_love_story,Capitalism: A Love Story,Joshua Starnes,False,Certified-Fresh,Fresh,2011,"A lot of the old Moore is still obvious in Capitalism, his genuine belief in everyone pulling together his feel for a good public stunt but he's lost a little something. The social zeal of his best work has been replaced with a hint of fanaticism.",male,"['Documentary', 'Special Interest']","{'neg': 0.059, 'neu': 0.785, 'pos': 0.156, 'compound': 0.7003}",0.7003
m/10011003-crude,Crude,Jeff Vice,False,Certified-Fresh,Fresh,2009,"Crude unfolds like a pretty good legal thriller. Which, when you really think about it, is what this documentary feature is.",male,"['Documentary', 'Special Interest']","{'neg': 0.127, 'neu': 0.479, 'pos': 0.394, 'compound': 0.7003}",0.7003
m/8-the-mormon-proposition,8: The Mormon Proposition,Chris Faraone,False,Fresh,Fresh,2010,The Mormon Proposition is about as subjective as documentaries get. The good news is that Cowan and Greenstreet are compelling enough to convince you that only one side of this debate deserves a voice.,mostly_male,"['Documentary', 'Special Interest', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.7003}",0.7003
m/born_into_brothels,Born Into Brothels,Brad Slager,False,Certified-Fresh,Fresh,2004,"The real revelation is the personalities of the kids, who manage to have upbeat attitudes and desires for a better life and deliver them with a genuine enthusiasm of youth.",male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7003}",0.7003
m/american_teen,American Teen,Michael Sragow,False,Fresh,Fresh,2008,"It's just as keen as Breaking Away at making socioeconomic distinctions, and its best characters are equally defiant at resisting attempts to nail them down or put them in their place.",male,"['Documentary', 'Special Interest']","{'neg': 0.052, 'neu': 0.765, 'pos': 0.183, 'compound': 0.7003}",0.7003
m/10012014-babies,Babies,Nora Lee Mandel,False,Fresh,Fresh,2010,"Enthralling - the audience cheers each exhilarating, step-by-step accomplishment.",female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}",0.7003
m/american_teen,American Teen,Matt Pais,False,Fresh,Rotten,2008,"The mostly obvious, supposedly true story of feeling, like, OMG, whatever.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.7003}",0.7003
m/american_teen,American Teen,Luke Y. Thompson,False,Fresh,Fresh,2008,"...a refreshing antidote to the overly beautified ""teenagers"" and excessively clean buildings that populate Hollywood's phony high school stories.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.7003}",0.7003
m/aristocrats,The Aristocrats,Ken Fox,False,Certified-Fresh,Fresh,2005,It's a fascinating peek into the closed world of stand-up humorists past and present.,male,"['Comedy', 'Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.7003}",0.7003
m/bride_of_frankenstein,The Bride of Frankenstein,Don Druker,True,Certified-Fresh,Fresh,2007,"Whale added an element of playful sexuality to this version, casting the proceedings in a bizarre visual framework that makes this film a good deal more surreal than the original.",male,"['Classics', 'Horror', 'Science Fiction & Fantasy', 'Special Interest']","{'neg': 0.067, 'neu': 0.698, 'pos': 0.235, 'compound': 0.7003}",0.7003
m/a_bigger_splash_2016,A Bigger Splash,Tim Evans,False,Certified-Fresh,Fresh,2016,It's a compelling watch as Guadagnino darkens the tone from sunny farce to something far darker as the quartet surrender sexually to their urges in a way that ensures nobody winds up a winner.,male,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.071, 'neu': 0.707, 'pos': 0.223, 'compound': 0.7003}",0.7003
m/1194403-all_in_this_tea,All in This Tea,Kelly Vance,False,Fresh,Fresh,2011,Les Blank's profile of tea aficionado David Lee Hoffman will send every single viewer out the door toward the nearest teahouse with its infectious enthusiasm for the good life.,mostly_female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.7003}",0.7003
m/112_weddings,112 Weddings,Sophie Monks Kaufman,True,Fresh,Fresh,2014,"With the gulf between audience and film subjects reduced by thoughtful honesty, our investment in the fates of each couple and individual skyrockets.",female,"['Documentary', 'Special Interest', 'Romance']","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.7003}",0.7003
m/born_into_brothels,Born Into Brothels,Peter Howell,True,Certified-Fresh,Fresh,2005,"Born of genuine research and a desire to shine light into the darkness, as all great documentaries must.",male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.088, 'neu': 0.614, 'pos': 0.298, 'compound': 0.7003}",0.7003
m/beautiful_truth,The Beautiful Truth,Tim Grierson,True,Rotten,Rotten,2008,"Kroschel positions The Beautiful Truth as a sort of instructional video for young people on the merits of eating healthy, but its creepy messianic vibe is far more toxic than all the pollutants in all the processed food you could ever consume.",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.7003}",0.7003
m/born_into_brothels,Born Into Brothels,E! Staff,False,Certified-Fresh,Fresh,2005,"While this moving, hopeful documentary is credited to Briski and partner Ross Kaufman, its most touching moments come directly from the lenses of the kids themselves.",unknown,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.7003}",0.7003
m/bowling_for_columbine,Bowling for Columbine,Ross Anthony,False,Certified-Fresh,Fresh,2003,"I personally, don't always agree with this guy, or his one-sided methods, but, either way, I think the film is worth viewing and I'm glad he's got the gonads to make it.",male,"['Documentary', 'Special Interest']","{'neg': 0.045, 'neu': 0.774, 'pos': 0.182, 'compound': 0.6999}",0.6999
m/arctic_tale,Arctic Tale,Stephen Farber,True,Fresh,Rotten,2007,The film would be more enjoyable if one could turn off the soundtrack and simply revel in the stunning visual evocation of this white-on-white world.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.6997}",0.6997
m/american_teen,American Teen,Austin Kennedy,False,Fresh,Fresh,2008,"After seeing lots of Hollywood teen comedy/dramas that just can't capture what High School is really like, along comes this involving and truthful Documentary to bring us back to reality.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.6997}",0.6997
m/bigger_stronger_faster_asterisk,"Bigger, Stronger, Faster*",Kerry Lengel,True,Certified-Fresh,Fresh,2008,"A thoughtful, informative and thoroughly entertaining examination of the role of performance-enhancing drugs in modern life.",mostly_female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.6997}",0.6997
m/1216015-horse_boy,The Horse Boy,David Harris,False,Fresh,Rotten,2019,To force us to endure the Mongolian sojourn feels more like a trip of the ego than any other grand journey.,male,"['Documentary', 'Special Interest', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.6997}",0.6997
m/alps,Alps (Alpeis),Patrick Gamble,False,Certified-Fresh,Fresh,2019,"This remarkably enjoyable film undoubtedly demands a second viewing -- and most importantly, proves that Lanthimos isn't just a one-hit wonder.",male,"['Art House & International', 'Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.699}",0.699
m/1215016-anita_oday_the_life_of_a_jazz_singer,Anita O'Day: The Life of a Jazz Singer,Kam Williams,False,Fresh,Fresh,2009,Blue eyed soul at its very best!,male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6989}",0.6989
m/11th_hour,The 11th Hour,Sara Michelle Fetters,False,Fresh,Fresh,2007,"They let the facts speaks for themselves, not once force-feeding or slamming their opinions down the audience's throat even if the opportunity to do so is clearly presenting itself.",female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.6983}",0.6983
m/beautiful_losers,Beautiful Losers,Nathan Lee,True,Fresh,Rotten,2008,"Though [Director] Mr. Rose can't be blamed for waxing nostalgic, he can't much expect us to care about so fawning and self-serving a document.",male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.696}",0.696
m/amy_2015,Amy,Erick Estrada,False,Certified-Fresh,Rotten,2015,"Good, if it wasn't that bad. [Full review in Spanish]",male,"['Art House & International', 'Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.6956}",0.6956
m/1217389-we_live_in_public,We Live in Public,Chris Barsanti,False,Certified-Fresh,Fresh,2009,...rough-cut but fascinating.,mostly_male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.296, 'pos': 0.704, 'compound': 0.6956}",0.6956
m/1135882-uncovered_the_war_on_iraq,Uncovered: The War on Iraq,Eleanor Ringel Cater,True,Certified-Fresh,Rotten,2004,"Made up of almost nothing but talking heads, and no matter how cogent their statements, it makes for a pretty static movie that's unlikely to engage anyone opposed to its point of view.",female,"['Documentary', 'Special Interest']","{'neg': 0.071, 'neu': 0.712, 'pos': 0.217, 'compound': 0.6956}",0.6956
m/20000_days_on_earth,"20,000 Days on Earth",David Rooney,True,Certified-Fresh,Fresh,2014,"This won't be for everyone, but longtime Cave-men (and women) will be bewitched, along with a fair share of folks drawn in simply by the film's unique investigation into the mind of an artist.",male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.6956}",0.6956
m/casino_jack_and_the_united_state_of_money,Casino Jack And The United States Of Money,Chris Hewitt,False,Certified-Fresh,Fresh,2010,"There's not much new in Casino Jack and the United States of Money, but it is a lucid, entertaining documentary.",mostly_male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.6956}",0.6956
m/arctic_tale,Arctic Tale,Roger Tennis,False,Fresh,Fresh,2007,"As a baby boomer myself, ""Arctic Tale"" falls just short of the Disney gems. But the aquatic adventures of the walruses alone get my seal of approval.",male,"['Documentary', 'Special Interest']","{'neg': 0.076, 'neu': 0.702, 'pos': 0.221, 'compound': 0.6956}",0.6956
m/bobby_fischer_against_the_world,Bobby Fischer Against The World,Alistair Harkness,False,Certified-Fresh,Fresh,2011,"The film may stick to the standard rise-and-fall story arc, but it does pull together a lot of fascinating archival material.",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6956}",0.6956
m/1213732-no_impact_man,No Impact Man: The Documentary,Steven Rea,True,Certified-Fresh,Fresh,2009,"Like reality TV, there are moments of drama that have an aura of awkward self-consciousness about them and incidents that feel, if not staged, at the very least orchestrated, amped up. But you have to hand it to Beavan and Conlin.",male,"['Documentary', 'Special Interest']","{'neg': 0.029, 'neu': 0.838, 'pos': 0.133, 'compound': 0.6956}",0.6956
m/aristocrats,The Aristocrats,Gianni Truzzi,False,Certified-Fresh,Fresh,2005,"Critics complain about one-joke movies, but this documentary about one joke -- a filthy show business chestnut that comics have told offstage since vaudeville -- keeps you laughing.",male,"['Comedy', 'Documentary', 'Special Interest']","{'neg': 0.1, 'neu': 0.688, 'pos': 0.212, 'compound': 0.6956}",0.6956
m/bright_leaves,Bright Leaves,Desson Thomson,True,Certified-Fresh,Fresh,2004,"We are hooked into a low-tech but compelling dynamic -- between relatively static images and McElwee's sensitive, connective narrative.",unknown,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.6956}",0.6956
m/5_broken_cameras_2012,5 Broken Cameras,Mark Zhuravsky,False,Certified-Fresh,Fresh,2013,"Don't look to the film for specifics, but see instead a picture that suggests the impossibility of peace and a broken system, that while effective, practically ensures another go-round with the next generation.",male,"['Art House & International', 'Documentary', 'Drama', 'Special Interest']","{'neg': 0.101, 'neu': 0.682, 'pos': 0.217, 'compound': 0.6956}",0.6956
m/buck,Buck,Derek Adams,True,Certified-Fresh,Fresh,2012,"If you have even a passing interest in horses, you may find yourself smitten with this meditative doc.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.6956}",0.6956
m/1192616-mister_lonely,Mister Lonely,Tasha Robinson,True,Rotten,Fresh,2008,"Korine falls so thoroughly in love with many of his images, including his opening shot, that he stretches them out in hypnotic slow motion.",female,"['Art House & International', 'Comedy', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.6948}",0.6948
m/aristocrats,The Aristocrats,Eric D. Snider,False,Certified-Fresh,Fresh,2005,"The film is utterly, unbelievably, pants-wettingly hilarious -- and insightful about the workings of comedy, too.",male,"['Comedy', 'Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.6948}",0.6948
m/beauty_is_embarrassing,Beauty Is Embarrassing,Erik Childress,False,Fresh,Fresh,2012,"The film cannot help but be described as colorful just based on the visualizations of White's work alone, but his persona matches his creations as he tries to prove that art does not have to be uber-serious and can just be fun.",male,"['Documentary', 'Musical & Performing Arts', 'Special Interest', 'Television']","{'neg': 0.083, 'neu': 0.76, 'pos': 0.157, 'compound': 0.6928}",0.6928
m/1188868-billy_the_kid,Billy the Kid,Cynthia Fuchs,False,Fresh,Fresh,2008,"What makes Billy the Kid extraordinary is not that it grants seeming access to private moments, but that it makes clear as well the inherently public nature of the filmmaking process.",female,"['Documentary', 'Special Interest']","{'neg': 0.038, 'neu': 0.791, 'pos': 0.171, 'compound': 0.6924}",0.6924
m/10012014-babies,Babies,Avi Offer,False,Fresh,Fresh,2010,"Never overstays its welcome and manages to be curiously engaging, heartfelt, funny and amusing at times, but without much-needed insight, it leaves you feeling unenlightened and slightly underwhelmed.",male,"['Documentary', 'Special Interest']","{'neg': 0.052, 'neu': 0.663, 'pos': 0.285, 'compound': 0.6917}",0.6917
m/10008699-terrors_advocate,L' Avocat de la Terreur (Terror's Advocate),Kent Turner,False,Certified-Fresh,Fresh,2007,"This fascinating documentary is sort of like a radical left-wing ""Where's Waldo?""",male,"['Art House & International', 'Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.6915}",0.6915
m/1010214-hunchback_of_notre_dame,The Hunchback of Notre Dame,Brian Orndorf,False,Fresh,Fresh,2014,"It's a total physical transformation that's often stunning to behold, selling effective make-up effects and behavior extremes with real gusto.",male,"['Classics', 'Drama', 'Horror', 'Special Interest']","{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.6908}",0.6908
m/1127407-missing,The Missing,David N. Butterworth,False,Rotten,Fresh,2003,Strong performances highlight this Ron Howard western.,male,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.6908}",0.6908
m/american-the-bill-hicks-story,American: The Bill Hicks Story,Norman Wilner,False,Certified-Fresh,Fresh,2011,"Hicks had a great voice -- lucid, perceptive and outraged -- and it's great to hear it again.",male,"['Comedy', 'Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.136, 'neu': 0.545, 'pos': 0.319, 'compound': 0.6908}",0.6908
m/capitalism_a_love_story,Capitalism: A Love Story,Matthew Lucas,False,Certified-Fresh,Fresh,2019,"An inspiring message of hope that demands to be noticed and heard, by liberals, conservatives and those who have never given Moore a second thought.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6908}",0.6908
m/catfish,Catfish,James Rocchi,True,Certified-Fresh,Fresh,2010,"It may or may not be one of the year's best documentaries, but it's certainly one of the most unforgettable ...",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6908}",0.6908
m/as_aboveso_below,"As Above, So Below",Nguyen Le,False,Rotten,Rotten,2018,Dowdle has the skills to bring the best out of an enclosed setting à la Neil Marshall's fantastic The Descent. Shame the similarities end there.,unknown,"['Documentary', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.097, 'neu': 0.658, 'pos': 0.245, 'compound': 0.6908}",0.6908
m/1015079-night_to_remember,A Night to Remember,Catherine Shoard,True,Fresh,Fresh,2012,"A restrained, nearly austere ensemble drama that manages to intertwine a dozen different stories without tripping up on any of them, it relies on real-life survivor testimony for almost every line and incident, to immensely moving and dignified effect.",female,"['Action & Adventure', 'Classics', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.6908}",0.6908
m/air_guitar_nation,Air Guitar Nation,Bill White,False,Certified-Fresh,Rotten,2007,[Some] may be taken aback by the exhibition of sheer ego in what is clearly a form of replacement therapy for those whose ambitions exceed their talents.,male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.6908}",0.6908
m/calendar_girls,Calendar Girls,Glenn Kenny,False,Certified-Fresh,Rotten,2003,"While the picture (which is based on a true story) has its charms, it just gets flimsier as it goes on.",male,"['Comedy', 'Special Interest']","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.6908}",0.6908
m/all-in-the-poker-movie,All In: The Poker Movie,Susan Granger,False,Rotten,Fresh,2012,"Celebrating the worldwide poker renaissance, it's intriguing in the way it delineates another way to chase the American Dream.",female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.6908}",0.6908
m/a_wake_in_providence,A Wake In Providence (Almost Married),Carla Meyer,False,Fresh,Fresh,2005,A pretty decent comedy of manners.,female,"['Comedy', 'Special Interest']","{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.6908}",0.6908
m/1213732-no_impact_man,No Impact Man: The Documentary,Robert W. Butler,False,Certified-Fresh,Fresh,2009,It's kinda inspiring. It's also very funny.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.6908}",0.6908
m/1190970-ghost_town,Ghost Town,Robert Roten,False,Certified-Fresh,Fresh,2009,"This is a good romantic comedy, and that is a genre that often gets messed up. Here, the old formula comes out just right.",male,"['Comedy', 'Documentary', 'Science Fiction & Fantasy', 'Special Interest']","{'neg': 0.084, 'neu': 0.632, 'pos': 0.284, 'compound': 0.6908}",0.6908
m/1023543-white_christmas,White Christmas,Ken Hanke,False,Certified-Fresh,Fresh,2002,"Good songs, nice performers, not much movie.",male,"['Classics', 'Kids & Family', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.6908}",0.6908
m/1206010-made_in_america,Crips and Bloods: Made in America,Karina Longworth,False,Fresh,Fresh,2008,"Effective and selectively comprehensive, fascinating and frustrating.",female,"['Documentary', 'Special Interest']","{'neg': 0.2, 'neu': 0.207, 'pos': 0.593, 'compound': 0.6908}",0.6908
m/catfish,Catfish,Tom Chiarella,False,Certified-Fresh,Fresh,2018,"It's a funny, manic story, astounding in its complexity and troublingly understandable",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.6908}",0.6908
m/bhutto,Bhutto,Joseph Jon Lanthier,False,Fresh,Fresh,2010,Succeeds beautifully as a kind of protracted CNN-style elegy: All the key points are alighted upon and no sensitive buttons are fingered.,male,"['Documentary', 'Special Interest']","{'neg': 0.081, 'neu': 0.664, 'pos': 0.255, 'compound': 0.6908}",0.6908
m/10012014-babies,Babies,Brian D. Johnson,False,Fresh,Fresh,2019,Some may find the sentiment contrived and the cuteness cloying. But this is something we've never seen before: a movie uniquely devoted to babies. There's a reason people are mesmerized by them...the film casts the same spell.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.6908}",0.6908
m/burma-vj,Burma VJ: Reporter i et Lukket Land (Burma VJ: Reporting from a Closed Country),Kaleem Aftab,False,Certified-Fresh,Fresh,2018,It's powerful stuff. The story of the uprising is well told and seems balanced. It's also an important film in terms of cinema as it illustrates a major shift in the way documentaries are made.,unknown,"['Art House & International', 'Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.6908}",0.6908
m/1195800-my_winnipeg,My Winnipeg,Matt Brunson,False,Certified-Fresh,Fresh,2008,Maddin creates a rich tapestry weaving together fact and fiction.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}",0.6908
