rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list
m/1015052-night_of_the_living_dead,Night of the Living Dead,Sean Axmaker,False,Certified-Fresh,Fresh,2018,"Night of the Living Dead (1968) is the first genuinely modern horror movie, shot more like a documentary of the apocalypse than the Gothic horrors that defined the sixties, and it bled right into the fabric of the culture.",male,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Night of the Living Dead,Christopher Machell,False,Certified-Fresh,Fresh,2018,Combined with Romero's political commentary is a cinematic aesthetic that arguably outstrips its sequels in both craft and effectiveness.,male,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Night of the Living Dead,Austin Trunick,False,Certified-Fresh,Fresh,2018,"What's truly remarkable is how, after half a century and an uncountable number of zombie films, novels, comics, TV shows, and video games, you can watch the original Night of the Living Dead and it still feels fresh and terrifying.",male,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Night of the Living Dead,Eric Melin,False,Certified-Fresh,Fresh,2018,"It's tame of course by today's standards, but that, combined with he cynical racial component, was viewed as an all-out attack on ""civilized"" American society in general.",male,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Night of the Living Dead,Penelope Houston,False,Certified-Fresh,Fresh,2018,"A slightly tacky horror picture which makes quite an impact; partly, I suspect, by ingeniously playing off its own limitations.",female,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Night of the Living Dead,Rob Gonsalves,False,Certified-Fresh,Fresh,2018,The movie remains unsettling after all these years because of its bleak simplicity.,male,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Night of the Living Dead,Steve Rose,True,Certified-Fresh,Fresh,2018,"Romero conjures moments of eeriness and dread throughout, keeping the lighting low and the special effects to a minimum, though there will be blood, fire, cannibalism and a great deal of death.",male,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Night of the Living Dead,Sean Mulvihill,False,Certified-Fresh,Fresh,2018,"Night of the Living Dead is a revolutionary moment in American independent cinema, a film that inspired countless of filmmakers to pick up a camera and attempt their dream with nothing more than a handful of friends, a shoestring budget, and a vision.",male,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Night of the Living Dead,Sarah Boslaugh,False,Certified-Fresh,Fresh,2019,"...there's a strong element of social satire in this low-budget horror movie, and racism is not Romero's only target...",female,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Night of the Living Dead,Sezín Koehler,False,Certified-Fresh,Fresh,2020,"Night of the Living Dead was so far ahead of its time, Hollywood is still trying to catch up.",unknown,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Night of the Living Dead,Mike Massie,False,Certified-Fresh,Fresh,2020,"The simple setup, stark black-and-white photography, limited resources, and eerie music give the film an effectiveness not often found in such minimalist ventures.",male,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Night of the Living Dead,A.S. Hamrah,False,Certified-Fresh,Fresh,2020,"This was an American horror movie, so it needed no English accents or familiar character actors. It was grim and unflinching...",unknown,"['Classics', 'Cult Movies', 'Horror']"
m/1015052-night_of_the_living_dead,Night of the Living Dead,Rachel Wagner,False,Certified-Fresh,Fresh,2020,I love how the black and white cinematography adds to the mood,female,"['Classics', 'Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Christopher Null,False,Fresh,Rotten,2001,Even Vincent Price has little to do,male,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Gerry Shamray,False,Fresh,Fresh,2003,The best of the Roger Corman Poe films.,mostly_male,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Ken Hanke,False,Fresh,Fresh,2003,Typical Corman-Poe flick with a few unintended laughs thanks to Vinnie's campiness.,male,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Pablo Villaça,False,Fresh,Fresh,2005,"Corman estabelece uma boa atmosfera de tensão, sendo auxiliado na tarefa pela bela direção de arte e por um Vincent Price mais do que inspirado.",male,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Mark Bourne,False,Fresh,Fresh,2006,"It reminds us that flat, colorless character actors look really flat and colorless when sharing a scene with Price.",male,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Cole Smithey,False,Fresh,Fresh,2007,Vincent Price lording over a giant torture pendulum! Awesome.,male,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Variety Staff,True,Fresh,Fresh,2008,"The result is a physically stylish, imaginatively photographed horror film which, though needlessly corny in many spots, adds up to good exploitation.",unknown,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Fernando F. Croce,False,Fresh,Fresh,2010,"The title calls out for lustrous Freudian hysteria, and Corman delivers",male,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Tim Brayton,False,Fresh,Fresh,2011,"The film ends up being very nearly as good [as House of Usher], and better in some respects.",male,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Keith Phipps,False,Fresh,Fresh,2013,Who wants understatement in a film with dungeons and giant blades?,male,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Matt Brunson,False,Fresh,Fresh,2013,Proves to be the equal of 1960's The Fall of the House of Usher.,male,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Josh Goller,False,Fresh,Fresh,2019,There are few other cinematic experiences that can imitate the specific pleasure of watching Vincent Price skulk through darkened corridors holding a candelabra.,male,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Fotogramas Staff,False,Fresh,Fresh,2020,Exemplary horror. [Full Review in Spanish],unknown,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Howard Thompson,True,Fresh,Fresh,2020,Roger Corman has evoked a genuinely chilling mood of horror.,male,"['Cult Movies', 'Horror']"
m/1016369-pit_and_the_pendulum,Pit and the Pendulum (The Pit and the Pendulum),Chris Alexander,False,Fresh,Fresh,2020,"A richly realized, full-blooded ode to horror, dead dreams, duplicity, infidelity, mass-murder and cyclical madness.",mostly_male,"['Cult Movies', 'Horror']"
m/1019761-1019761-st_valentines_day_massacre,The St. Valentine's Day Massacre,Steve Crum,False,Fresh,Fresh,2008,"Shoot 'em up gangsters, Prohibition era, via Roger Corman.",male,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1019761-1019761-st_valentines_day_massacre,The St. Valentine's Day Massacre,Matt Brunson,False,Fresh,Fresh,2015,"Roger Corman's rat-tat-tat helming is one of the strengths of this crime flick ... What damages the picture are the performances by the two top-billed stars, Jason Robards and George Segal.",male,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1019761-1019761-st_valentines_day_massacre,The St. Valentine's Day Massacre,Sean Axmaker,False,Fresh,Fresh,2015,"Corman is adept at creating human moments between the plot points, reminding us of the little guys caught up in the war and the human cost of the violence...",male,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1019761-1019761-st_valentines_day_massacre,The St. Valentine's Day Massacre,Penelope Houston,False,Fresh,Fresh,2015,"It's a cool, violent film, romantic in a disciplined, disenchanted way about its battling gangsters.",female,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1019761-1019761-st_valentines_day_massacre,The St. Valentine's Day Massacre,Roger Ebert,True,Fresh,Rotten,2019,"At the end of this nonsense, to be sure, there is a massacre to brighten things up a little. But then the pall sets in again.",male,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1019761-1019761-st_valentines_day_massacre,The St. Valentine's Day Massacre,Richard Whitehall,False,Fresh,Fresh,2020,The carefully stylized violence and reconstruction of that era comes off very well.,male,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1021067-terror,Tales of Terror,Scott Weinberg,False,Fresh,Fresh,2001,Anthology horror worthy of a stormy night.,male,"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1021067-terror,Tales of Terror,Bob Bloom,False,Fresh,Fresh,2002,A wonderful addition to the Poe-AIP canon.,male,"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1021067-terror,Tales of Terror,Michael H. Price,False,Fresh,Fresh,2005,"Among the least of the Corman-Price Poe pictures, but rendered imperishable by its hilarious/horrific wine-tasting scene between Peter Lorre and Vincent Price.",male,"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1021067-terror,Tales of Terror,Steve Crum,False,Fresh,Fresh,2006,Fun scares with Vincent Price and Peter Lorre via Roger Corman.,male,"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1021067-terror,Tales of Terror,Pablo Villaça,False,Fresh,Rotten,2007,"No deixa de ser problemtico que o mais eficaz dos episdios seja justamente aquele que carregue no humor (e, por sinal, Price e Lorre esto divertidssimos em suas cenas conjuntas).",male,"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1021067-terror,Tales of Terror,Dennis Schwartz,False,Fresh,Rotten,2007,The film should appeal to fans of the weird and those with a campy sense of humor more than those who are more serious about drama and Poe.,male,"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1021067-terror,Tales of Terror,Steve Biodrowski,False,Fresh,Fresh,2008,"A lavish-looking, stylish piece of work.",male,"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1021067-terror,Tales of Terror,Cole Smithey,False,Fresh,Fresh,2011,"[VIDEO] Roger Corman's status as a reliable creator of pulpy low-budget horror movies was firmly established by 1962, when he made ""Tales of Terror.""",male,"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1021067-terror,Tales of Terror,Tim Brayton,False,Fresh,Fresh,2011,An irreproachable one-stop shop for somebody looking to have a undemanding night with a CinemaScope Gothic shocker.,male,"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1021067-terror,Tales of Terror,Jeffrey M. Anderson,False,Fresh,Fresh,2015,"Quite fun, and Vincent Price is terrific in his three roles.",male,"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1021067-terror,Tales of Terror,Matt Brunson,False,Fresh,Fresh,2015,"""The Black Cat"" is the best story in the trilogy, a humorous tale that benefits from some unique technical tricks, a nifty twist ending and especially a wonderful performance by Peter Lorre.",male,"['Classics', 'Comedy', 'Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1022537-venom,Venom,Ken Hanke,False,Rotten,Rotten,2003,"Pretty darn funny, but I don't think that was the idea.",male,"['Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1022537-venom,Venom,Scott Weinberg,False,Rotten,Rotten,2005,"Kinski is his typical insane self, but this killer snake thriller lacks bite.",male,"['Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1022537-venom,Venom,James Kendrick,False,Rotten,Fresh,2016,"no one is going to hold this film up as Kinski or Reed's best work, although there is a certain guilty pleasure in watching them in constant conflict",male,"['Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1022537-venom,Venom,Diego Galán,False,Rotten,Rotten,2019,There's not one flash of creativity or a moment of tension. The obvious replaces the new. [Full Review in Spanish],male,"['Cult Movies', 'Horror', 'Mystery & Suspense']"
m/1023205-warriors,The Warriors,Ryan Cracknell,False,Fresh,Fresh,2001,"A pleasure to watch, even if only to laugh at the memorable costumes and lines. Can you dig it?",mostly_male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,James Kendrick,False,Fresh,Fresh,2001,"a shameless, but entertaining, ode to the appeal of criminality and gangland camaraderie",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Jeffrey M. Anderson,False,Fresh,Fresh,2001,One of the great cult films of all time.,male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Rob Vaux,False,Fresh,Rotten,2002,A bad joke shoddily disguised as a gritty urban thriller. Didn't any of these guys have subway tokens?,male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Jon Niccum,False,Fresh,Fresh,2003,An action movie of great style and energy,male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Rob Thomas,False,Fresh,Fresh,2004,"A campy treat for anyone who wants to ""come out and play-ay!""",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,James Sanford,False,Fresh,Fresh,2004,"Once-notorious gang movie, now a delightfully retro experience",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,M.E. Russell,False,Fresh,Fresh,2004,"The movie can also be enjoyed, and enjoyed thoroughly, as a mean, dirty piece of pulp mythology.",unknown,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Eric Henderson,False,Fresh,Fresh,2005,"Just what is the fanboys' beef with the new DVD ""Director's Cut"" of The Warriors, anyway?",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Chuck O'Leary,False,Fresh,Fresh,2005,"Tight, terse and tough. The great Walter Hill once again proves he has few equals when staging intense confrontations.",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Cole Smithey,False,Fresh,Fresh,2005,"See it once, and you'll want to see it again.",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Brian Mckay,False,Fresh,Fresh,2006,"Visually stunning and emotionally gripping, THE WARRIORS is a classic that, after a quarter-century, has finally recieved the loving finishing touches that it so rightly deserves",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Thomas Delapa,False,Fresh,Fresh,2007,"OK, it's not Greek tragedy, but it is based (loosely) on Xenophon, so there.",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,John J. Puccio,False,Fresh,Fresh,2007,The only trouble is that I half expected them to break out into song and dance any minute a la West Side Story.,male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Walter Chaw,False,Fresh,Fresh,2007,"Yeah, it's really good.",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Caffeinated Clint,False,Fresh,Fresh,2009,The Warriors Rule! One of the best action-thrillers of the 70s!,unknown,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Felix Vasquez Jr.,False,Fresh,Fresh,2009,One of the best gangster pictures of all time.,male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,"Michael W. Phillips, Jr.",False,Fresh,Fresh,2010,A cult film that deserves its reputation.,male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Dennis Schwartz,False,Fresh,Fresh,2010,"Cartoonishly violent, insanely moody and pointless.",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Cole Smithey,False,Fresh,Fresh,2013,"Walter Hill's vibrant 1979 adaptation of Sol Yurick's 1965 novel - based loosely on an ancient Greek story called ""Anabasis"" - is a classic cinematic record of New York City circa 1979.",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Andrew Sarris,True,Fresh,Rotten,2015,"If the movie is not as dangerous as its detractors claim, neither is it as glorious and memorable as some of its less discriminating admirers would have it.",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Ernest Leogrande,True,Fresh,Rotten,2016,"It's both surrealistic pop art and sentimentalized pandering to the attitude of ""us against them,"" the have-nots against the haves.",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Pauline Kael,True,Fresh,Fresh,2018,"There's a night-blooming, psychedelic shine to the whole baroque movie.",female,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Fernando Trueba,False,Fresh,Fresh,2018,[The Warriors] it is one of the most original films of the year... [Full review in Spanish],male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Dante James,False,Fresh,Fresh,2018,"If you've never seen this film, I can't recommend it highly enough. It's definitely in my TOP 5 of ""all-time greatest movies.""",male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1023205-warriors,The Warriors,Mike Massie,False,Fresh,Fresh,2020,An influential survivalist thriller that would become a renowned cult classic.,male,"['Action & Adventure', 'Cult Movies', 'Drama']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Desson Thomson,True,Rotten,Rotten,2000,"Although Stone may be pleasing to some eyes, she's pretty small in the saddle here -- just an innocuous gender twist on the reluctant cowboy hero. And her story of hellbent revenge is about as compelling as a 30-second fragrance commercial.",unknown,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Roger Ebert,True,Rotten,Rotten,2000,"As preposterous as the plot was, there was never a line of Hackman dialogue that didn't sound as if he believed it. The same can't be said, alas, for Sharon Stone...",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Marc Savlov,False,Rotten,Rotten,2000,"It's a mess, and one that even the pickled cowboys behind me found yawningly tedious, and that's not something I ever thought I'd be saying about a Sam Raimi movie with the word ""dead"" in the title.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Mick LaSalle,True,Rotten,Rotten,2000,"You get lots of clothes here, but no emperor.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,James Berardinelli,True,Rotten,Rotten,2000,"Raimi's choice to give the film a comic book-like aura of mingled camp and grit makes for some fitfully energetic and entertaining moments, but it's not enough to overcome The Quick and the Dead's primary fault.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Chris Hicks,False,Rotten,Rotten,2000,"As it is, the film's more off-the-wall tendencies -- and there are plenty -- just seem ill at ease, if not completely out of place.",mostly_male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Scott Renshaw,False,Rotten,Rotten,2000,"Without a real focus on Raimi's satirical sensibilities and acrobatic camera tricks, it's just a less-than-mediocre knock-off of Eastwood's oeuvre.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Madeleine Williams,False,Rotten,Fresh,2000,Sam Raimi's over-the-top homage/sendup of old westerns actually succeeds in making Sharon Stone a believable gunslinger.,female,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Scott Rosenberg,False,Rotten,Rotten,2000,"Perhaps another director could have gotten both tribute and parody to work together; in Raimi's hands, they instead cast doubt upon each other.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,James Brundage,False,Rotten,Fresh,2000,"There should be a law that, if you're going to make a terribly clichd film, then you at least have to do something original in it. The Quick and the Dead exemplifies this.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Kenneth Turan,True,Rotten,Rotten,2001,"Rarely dull, it is not noticeably compelling either, and as the derivative offshoot of a derivative genre, it inevitably runs out of energy well before any of its hotshots runs out of bullets.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Matt Ford,True,Rotten,Fresh,2001,"The whole film has tremendous visual style, and the frequent bursts of violence are delivered with a clever and often hilarious use of special effects.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Peter Travers,True,Rotten,Rotten,2001,"What Raimi can't find is a center. He hankers for us to giggle at the brutal archetypes he's parodying and to warm to them, too. It won't wash, pardner.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Scott Weinberg,False,Rotten,Fresh,2001,Another one of those movies meant for movie freaks.,male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Stephen Farber,False,Rotten,Fresh,2002,"Even when the script for The Quick and the Dead runs out of surprises, which is very early, director Sam Raimi keeps the action fast and funny, though he falters when he strains for seriousness.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Kevin N. Laforest,False,Rotten,Fresh,2002,"This film is wonderfully directed by Sam Raimi, who makes every shot pop up. From the gripping opening scene to the weird finale, every scene is full of Raimi's great visual style.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Janet Maslin,True,Rotten,Fresh,2003,"Mr. Raimi is limited by a sketch mentality, which means his jokes tend to be over long before his films end. But his tastes for visual mischief and crazy, ill-advised homage can still make for sly, sporadic fun.",female,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Fred Topel,False,Rotten,Fresh,2003,Awesome western. Raimi's technique heightens the standard gunfight drama.,male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Karina Montgomery,False,Rotten,Fresh,2004,See it for yourself - surprising,female,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Steve Crum,False,Rotten,Fresh,2004,"Stylish Raimi western is violent, unpredictable.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Rob Vaux,False,Rotten,Fresh,2005,"Raimi's gimmicky but endlessly inventive direction gives it plenty of gas, and the excellent cast takes it the rest of the way.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Kevin Carr,False,Rotten,Rotten,2005,Sharon Stone misses the mark on this one.,male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Derek Adams,True,Rotten,Fresh,2006,"A deadpan black comedy, Sam Raimi's fast-paced movie looks and sounds like a Leone oater but more so.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Jeffrey M. Anderson,False,Rotten,Fresh,2007,"Raimi's movie borrows heavily from classic spaghetti westerns, but Raimi has a style of his own, and plenty of it.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,James Plath,False,Rotten,Rotten,2009,"Sam Raimi does a lot of interesting things in The Quick and the Dead and Sharon Stone plays a convincing female gunfighter, but the one-horse plot with no subplots to generate additional interest becomes a drag.",male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Owen Gleiberman,True,Rotten,Rotten,2011,The plot of this low-camp revenge thriller is little more than an excuse to line up one badass cowboy (or girl) opposite another and let the eyeball-to-eyeball fireworks fly.,male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,Brian Costello,False,Rotten,Fresh,2015,Frequent gun violence in quirky '90s Western.,male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1059629-quick_and_the_dead,The Quick and the Dead,David Nusair,False,Rotten,Fresh,2020,...a pared-down premise that's employed to predominantly entertaining (and sporadically spellbinding) effect by Raimi...,male,"['Action & Adventure', 'Cult Movies', 'Western']"
m/1071413-last_dance,Last Dance,Mike Clark,True,Rotten,Rotten,2000,"If this is a dance, the band has left the stand, and the bus boys are already mopping up melted ice.",male,"['Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1071413-last_dance,Last Dance,David N. Butterworth,False,Rotten,Rotten,2000,"As dances go, this Sharon Stone drama is a slow one-step with no chance of appeal.",male,"['Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1071413-last_dance,Last Dance,Roger Ebert,True,Rotten,Rotten,2000,Too many of its scenes are based on conventional ideas of story construction. We can see the bones beneath the skin.,male,"['Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1071413-last_dance,Last Dance,Steve Crum,False,Rotten,Fresh,2005,Both Stone and Morrow are terrific and convincing. (published 5-10-96),male,"['Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1071413-last_dance,Last Dance,Michael Dequina,False,Rotten,Rotten,2005,Too manufactured and 'Hollywood' to elicit any real emotion.,male,"['Cult Movies', 'Drama', 'Mystery & Suspense']"
m/1071413-last_dance,Last Dance,David Ansen,True,Rotten,Fresh,2018,You don't have to have seen the infinitely superior Dead Man Walking to sense the fatal lack of real-life texture in Last Dance.,male,"['Cult Movies', 'Drama', 'Mystery & Suspense']"
m/13th_warrior,The 13th Warrior,Duane Dudek,False,Rotten,Rotten,2000,It neither follows a trend nor sets one.,male,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']"
m/13th_warrior,The 13th Warrior,Philip Booth,False,Rotten,Rotten,2000,"A dull, dark, beautifully photographed but nonsensical sword - and - sorcery wannabe epic.",male,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']"
m/13th_warrior,The 13th Warrior,Desson Thomson,True,Rotten,Rotten,2000,The 13th Warrior seems like a made-for-TV warrior movie without enough money to get really epic.,unknown,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']"
m/13th_warrior,The 13th Warrior,G. Allen Johnson,False,Rotten,Rotten,2000,"Let's face it. Kull: The Conqueror, as dumb and as hokey as it gets, was a lot more fun.",unknown,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']"
m/13th_warrior,The 13th Warrior,JoBlo,False,Rotten,Rotten,2000,"See it if you like films which start off slow, have plenty of scenes in the dark, a few good battle sequences and incomprehensible men talking bunk.",unknown,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']"
m/13th_warrior,The 13th Warrior,Michael Wilmington,True,Rotten,Rotten,2000,"Loaded with potential, it's puzzlingly overblown and distant, as if its huge budget were an albatross around its neck.",male,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']"
m/13th_warrior,The 13th Warrior,Lawrence Toppman,False,Rotten,Rotten,2000,Character development? Nil. Plot twists? Zip. Emotional involvement with anyone in the movie? Nada.,male,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']"
m/13th_warrior,The 13th Warrior,Rob Blackwelder,False,Rotten,Fresh,2000,An abbreviated and shallow epic that comes off like an over-produced and dead-serious episode of the campy cult TV show Xena: Warrior Princess.,male,"['Action & Adventure', 'Cult Movies', 'Science Fiction & Fantasy']"
